Sample	b-1a	b-1b	b-1c	b-IIa	b-IIa'	b-IIb	b-IIb'	b-IIc	b-IIc'	b-IIIa	b-IIIa'	b-IIIb	b-IIIb'	b-IIIc	b-IIIc'
1641	0.269539178352338	0.101577526044749	0.0253602848989506	0.147800507446194	0.179995304002547	0.0911286152693332	0.0493943618917908	0.0120766877902168	0.00327454054221683	0.0519233653720186	0.0578221583994117	0.00567633438792863	0.00443113560230598	0	0
1677	0.112776488297148	0.142019702729169	0.039380387425834	0.196693347132364	0.230348540847788	0.0976777816052705	0.0374609583206098	0.00129065060523691	0.00470581038467305	0.0523921913131292	0.0685082756576978	0.00979570715769554	0.00695015852338339	0	0
1706	0.22393394431646	0.0855034520068933	0.0203053960223995	0.185090581592402	0.167442487451319	0.105051986113151	0.0432524192710479	0.011853174162436	0.00247704334803467	0.0732953588689886	0.0697132523386585	0.0070771067632106	0.00500379774499934	0	0
1735	0.208562080505543	0.0868323143941518	0.0236980948641726	0.187139678800456	0.164180828986483	0.115238843083366	0.0459820143212369	0.0128315291566175	0	0.0781651616280592	0.0653111971133173	0.00704171106997962	0.00501654607661675	0	0
1811	0.23357821496783	0.104636477546079	0.0249797834993658	0.128628165571059	0.146212039238259	0.131435105833301	0.0526859934065076	0.0151441278028585	0.00389571807153472	0.0816901890907089	0.067304140044806	0.00553528747767861	0.00427475745001258	0	0
1864	0.190361395961202	0.0964411353878527	0.0249851491118315	0.198113324348102	0.173013775730913	0.137663709530246	0.0522715358925972	0.0167117372654408	0.00499631173023309	0.004591827764859	0.0844367396735256	0.00900487535034849	0.00740848225284816	0	0
1996	0.198550515154893	0.0915068914001108	0.0250546036984905	0.16881559444293	0.167978524412054	0.122568835329113	0.0415905503999471	0.0162376864992989	0	0.0725952104489211	0.0808168873305019	0.00828600123848389	0.00599869964525597	0	0
1996	0.195493242218603	0.0937494705795093	0.0271712025003936	0.165670908504156	0.1679923011414	0.126462595125241	0.0444209100536796	0.0167836109183963	0	0.0698521010917322	0.0790575096308044	0.00793479936151372	0.00541134887457083	0	0
2022	0.211723310491221	0.0858777732730803	0.020066120169948	0.177931816458846	0.173737833196544	0.10853826960285	0.0406121554318412	0.0113554634839331	0.00194965506102766	0.081402960575107	0.0737635429336128	0.00772017258485037	0.00532092673713772	0	0
2091	0.212788479859822	0.0812452720543039	0.0244397839340686	0.214069859967348	0.172391392559234	0.0829086226967981	0.0435161546189379	0.0122929436735893	0	0.0790566327974309	0.0654664832566628	0.00628839724935637	0.00553597733244793	0	0
2094	0.214697578148546	0.0809004346765525	0.0252238243779161	0.213873778594514	0.172254985535203	0.0868693720677864	0.0434035125221267	0.01302952232124	0	0.0744789067377595	0.063255149591196	0.00631450367028595	0.00569843175687304	0	0
2115	0.216518858335135	0.0660185460836825	0.0187430011100463	0.242907306590891	0.16886193132237	0.0743282985938559	0.0329964710814188	0.0092527914674701	0	0.0899232976360365	0.0692666362057596	0.00635780269013413	0.00482505888319887	0	0
2115	0.215800890790105	0.0694949961415299	0.020334441250995	0.241765052590644	0.1738863604601	0.0758903343804877	0.0355161539256136	0.00882890875173935	0	0.0853694105351425	0.0669672425002886	0.00407114168180686	0.00207506699154782	0	0
2135	0.182308495465573	0.0706558820823692	0.0174941345474032	0.204844828462451	0.207174669221926	0.0757360362985794	0.0313358950259289	0.0112634702764531	0	0.0906902224014935	0.0957900621509597	0.0077805461899165	0.0049257578769474	0	0
2153	0.174775996903257	0.0697095274200083	0.0131757533891479	0.205757329573135	0.203873709024269	0.0674671683353823	0.0357345835206831	0.00493546945614487	0.00061893169304157	0.104550669907035	0.101980428526455	0.00929926452345526	0.00812116772798696	0	0
2155	0.192859312046238	0.0719179891298769	0.0122165582483424	0.200731000630656	0.203433634991892	0.0878251016273139	0.0430406101168905	0.00547637091409629	0.000483570010998307	0.0901247818427034	0.076588451752281	0.00775076478668967	0.00755185390202068	0	0
2175	0.174647568678228	0.0621507432528483	0.0161335342518398	0.192782352967432	0.185680413065077	0.111531412091819	0.037824833994488	0.0108202667999751	0.00168524657895486	0.0942012666558372	0.096256438812799	0.00994398727113363	0.00634193557956833	0	0
2181	0.201028615830954	0.0571531310983843	0.0164597055814127	0.224209670831912	0.172736705330971	0.0641013473008976	0.0391253351719442	0.00978274979686085	0	0.112221062544815	0.0916188950332401	0.00765499348791299	0.00390778799069509	0	0
2195	0.173347742000817	0.0610530460381003	0.0156809924795915	0.216929523345511	0.163429744409029	0.098279717463593	0.0379379931587156	0.00910186838211012	0	0.112480422364688	0.096593497357034	0.00926238433704196	0.00590306866376841	0	0
2195	0.179924210546564	0.0655791970133056	0.0174004762488709	0.203939031808968	0.171237597852632	0.101991557042063	0.0419667266987105	0.00903486266768296	0	0.106703952256492	0.0904800720063927	0.00746673591591346	0.0042755799424045	0	0
2195	0.160766588855248	0.0711596366746019	0.0102566852335498	0.228665911664779	0.193425012133959	0.113235861048836	0.0412782027873437	0.00772764462523401	0.00131906533847967	0.107975500959161	0.0534426699332054	0.0042487808260337	0.00649843991956919	0	0
2215	0.177706885952013	0.0629834777834679	0.00824619067626085	0.2157927203501	0.186246443494067	0.0932672267099408	0.0354459790176101	0.00670726086340927	NA	0.10470407035924	0.0958082019066391	0.0075941320377078	0.00549741084954446	0	0
2217	0.16092514450198	0.0601489368221379	0.0153178990049604	0.191057113990484	0.186599258500359	0.104892602437885	0.0320753654144968	0.0102441564655496	0	0.126396934988526	0.0978214082766496	0.00852414168854205	0.00486146689229122	0	0
2242	0.258821453646721	0.0694731308756173	0.0225011120104115	0.301940694238821	0.142235444036739	0.0383516035539675	0.0183106874138994	0.0161296027657783	0	0.0833574794973243	0.0429398268550488	0.00264665260085228	0.00329231250481923	0	0
2252	0.297191195511802	0.0858677498963132	0.0145013444643409	0.293664627625	0.127471149363901	0.0404013623510424	0.0164130319693851	0.00673009623172365	0	0.0720880613830133	0.0383702538758663	0.00296949920726266	0.00433162812034884	0	0
2252	0.307608369602988	0.0910222247570384	0.0170121451900945	0.26491684416681	0.143609903022758	0.0409616214066955	0.0179835486828911	0.00715228631958624	0	0.068436364429803	0.0372713035007792	0.00219600055693944	0.00182938836361665	0	0
2256	0.226689964233574	0.0500142348760368	0.00973015948134649	0.31139995244229	0.172555017608745	0.0326661502798694	0.0150196447943062	0.00477826903741049	0	0.113718777568896	0.0581098163921397	0.00280318518554868	0.00251482809983659	0	0
2273	0.184784886701821	0.0753120986015796	0.0136730643377752	0.397055150939508	0.18091662029484	0.0210221642377012	0.00888510552769474	0.00294886501508432	0	0.059150209457738	0.0509200731427556	0.00290637737954404	0.0024253843639584	0	0
2275	0.199438465307482	0.0561589828845319	0.00784194933086718	0.249697120517643	0.197896623171511	0.0589432028346985	0.0275004365645032	0.0051807574546372	0	0.102910638496776	0.0857837316233501	0.00476970378954447	0.00387838802445551	0	0
2279	0.236602527775987	0.0665479705162557	0.0146149169308312	0.277630128397761	0.151535837224999	0.0567385177378757	0.0267267234588962	0.00797055531885151	0.00221501972270191	0.0907918127000417	0.0618453261367863	0.00387855157213805	0.00290211250687442	0	0
2291	0.28238801556532	0.114472061697511	0.0281171393233346	0.264822914303782	0.136019972284944	0.0411090702585435	0.0233261736549542	0.0139971402062168	0	0.0497466899229898	0.0409729149287139	0.0022529452232748	0.0027749626304146	0	0
2310	0.237026537372522	0.100568056369604	0.020460288911896	0.272469779509741	0.175771200615392	0.0577628535939181	0	0.00929233788811322	0	0.0656737262693172	0.0535041927474983	0.00375001314223199	0.00372101357976722	0	0
2325	0.216952631636069	0.0900897672465146	0.01951772604659	0.26621844134638	0.168693700934614	0.060089400699143	0.0364726921184329	0.00833168318757785	0.00268071041385656	0.0683103005749879	0.0552562995466075	0.00378751965584683	0.0035991265933804	0	0
2344	0.161022758791762	0.0939341137416932	0.0327329603574639	0.213490569090088	0.173174939804615	0.0611414212001136	0.0671063434749917	0.0125401636717152	0.00719606895859426	0.0921158771187296	0.0668076825544137	0.0102366030528124	0.0085004981830078	0	0
2351	0.295175990390691	0.110571093514286	0.0287567672190501	0.191971274542732	0.167054245914051	0.0503093992474226	0.0381824857824357	0.0078986468408259	0.00383546905153618	0.0547838759442797	0.0460498226718205	0.00313811104216597	0.00227281783870252	0	0
2351	0.294634027890705	0.109860854125372	0.0299728388659128	0.185071484764713	0.1648099599615	0.0498849607306257	0.0432248792472235	0.00883560921368956	0.0052020384035582	0.053150999204504	0.0472781730841072	0.00429227226180169	0.00378190224628732	0	0
2380	0.288467268941226	0.124598746322027	0.0279624075042244	0.199633853230817	0.154704147343741	0.0588422125114421	0.0302927568246582	0.0110771888064722	0.00293880959475832	0.0476169234035947	0.0470387969259374	0.00444836206419702	0.00237852652690519	0	0
2380	0.297049811660201	0.127213695395514	0.0318772136953955	0.182260920897285	0.172401191881711	0.0544779895429246	0.0312517569011075	0.0108576488446618	0.00172879068982965	0.044498791252038	0.0421094057457694	0.00356299544611233	0.000709788047450385	0	0
2421	0.30152850104098	0.156183316286532	0.0733747994621172	0.130885689512842	0.101289153561397	0.0665733851833007	0.0534378293623804	0.0173150508548495	0.0147398588836335	0.0395909805977976	0.0351103542446536	0.0044261112005275	0.00554496980898929	0	0
2462	0.393617994387841	0.190724692851196	0.0722216627105599	0.138539194099934	0.0777053903148223	0.0406100750905716	0.0281790605686261	0.0137180966706798	0.00500141828506698	0.0208557202162446	0.0140470279305142	0.00186363581765751	0.00291603105628513	0	0
2476	0.318722421987545	0.171426059732982	0.0935497226601935	0.119446114406924	0.0928776415340464	0.058431356980002	0.0490137138579158	0.0215548043875271	0.0108270284372554	0.0312560260438526	0.0269427965380733	0.00251817738404474	0.00343413604963759	0	0
2497	0.292707723771863	0.132311043332801	0.0614201526194149	0.183441798331944	0.101909811501427	0.0778214199161835	0.0183548194515868	0.0557826325962442	0.00158116551108589	0.0332547183752121	0.02978206514993	0.00678866762423232	0.00484398181807435	0	0
2530	0.289490513749734	0.133601393717978	0.0523799372658891	0.16287976242107	0.137316714849628	0.0684835126061539	0.0418818973130604	0.0215893971581679	0	0.0468300581870955	0.0397501556801463	0.0036848676797515	0.00211178937132524	0	0
2530	0.287203501096859	0.136552072113541	0.0531424165294868	0.160982042114708	0.126317250388303	0.0669648319082122	0.045089931690927	0.0228141618267769	0	0.0480654720034599	0.0414912730235277	0.00527611477644088	0.00610093252775817	0	0
2551	0.256984150319656	0.137104304326577	0.0615670085069355	0.143429872415835	0.142925257373538	0.0870004013080258	0.051534307862856	0.0275869467611264	0	0.0443346034798571	0.0405917108039273	0.00530839131108524	0.00163304553058086	0	0
2555	0.266594529233855	0.117508272870418	0.0459424217358785	0.14538400827194	0.164193395345798	0.0658896405602618	0.0604985437953937	0.0220732589312387	0.0101853925252959	0.0380236374496523	0.0521691414613026	0.00698837727504994	0.00454938054391489	0	0
2598	0.220783788961933	0.165524601549496	0.0600774149513238	0.165747626061237	0.132606782340051	0.115474308773694	0	0.0337560321394786	0	0.0459669983594976	0.0466690016884003	0.00744063656284801	0.00595280861203913	0	0
2598	0.223660016548681	0.178151144617082	0.061482945665165	0.157947963592902	0.146421347798106	0.117093408108854	0	0.0355796635101591	0	0.0383147926818056	0.037027673071619	0.00313735404982992	0.00118369035579664	0	0
2643	0.283152502391193	0.145834629174319	0.0299835110346972	0.159668929742925	0.103421606999302	0.0734463111074599	0.0363684374211493	0.0235974110564087	0	0.0958900813885939	0.0447343868276052	0.00318043387690195	0.000721758979444539	0	0
2651	0.206113063399898	0.123450250030066	0.0519380797850314	0.142230461524299	0.152933722320221	0.133767003751994	0.0643922660762835	0.0185698441179305	0.00829818028312229	0.0421563875138991	0.0450844950882109	0.00550651455094419	0.00555973155809941	0	0
2680	0.325823204415192	0.102161048416888	0.0458136143032099	0.269295955701844	0.0573115464353137	0.112396027415138	0	0.0145832615987856	0.0189791546843404	0.0200550666270479	0.0242422387470281	0.00721256338677185	0.00212631826844067	0	0
2726	0.446044578232353	0.122094135503333	0.0396276996714848	0.110521354754602	0.113076754477651	0.0562561683700553	0.0135314559950539	0.0351484653031956	0	0.0401471413603544	0.0170307192747074	0.00338523949429184	0.00313628756291896	0	0
2741	0.353520222555104	0.168076407582191	0.0502325790937862	0.184216157770845	0.120017570139773	0.0619685314291507	0.00589050198790363	0	0	0.0317276177818825	0.023269172288736	0.00108123937062858	0	0	0
2741	0.34660477295721	0.160373147652205	0.0505118133666607	0.181916919597691	0.0903410105338332	0.0614473605903708	0.0154436707730762	0.0242962566208415	0.0028268761530679	0.0298309825626376	0.0303814794977087	0.000684401594953282	0.00534130809974409	0	0
2780	0.383745221102026	0.0885995663214488	0.0216656095656574	0.216131743025996	0.148706253382151	0.044877563279135	0	0.018765260226212	0	0.0388913948924848	0.0345492666314045	0.00272327537977403	0.00134484619371128	0	0
2780	0.383509541048368	0.0896176380421607	0.0240918244717294	0.215298783606336	0.143067847702495	0.0445412228070657	0	0.019641042504374	0	0.0394015939975311	0.035875707682498	0.00299366305442707	0.00196113508301421	0	0
2810	0.301212734687521	0.196155525367734	0.0223508448959331	0.269014503594962	NA	0.0605421850080854	0.0167762558728367	0.0209770981964708	0	0.0497666855301925	0.0552707101352751	0.00431242448216841	0.00362103222882059	0	0
2825	0.302921568997753	0.142475424755268	0.0311190304958128	0.241581329398368	0.127915303643807	0.0432546765571638	0.0155865672853076	0.015704983750913	0	0.0429203542081486	0.0331989748809072	0.00213302762829684	0.00118875839825397	0	0
2825	0.29847456948182	0.144537441576209	0.0317277141157888	0.231151668468316	0.150660777878601	0.0293447244310896	0.0192381943745142	0.0163152662110895	0	0.0412794233089856	0.0332301395272242	0.00231650576073465	0.00172357486562737	0	0
2841	0.209457930403059	0.0630967265030131	0.0135093264892869	0.305992655077169	0.175096865862575	0.0337648446622474	0.0210207878119382	0.00571291555112527	0.00121221203010612	0.10603476175507	0.0591793050541714	0.00346895322309199	0.0024527155771471	0	0
2841	0.204367279386315	0.065663996375284	0.0139098477745125	0.304367908677293	0.184421272552215	0.0341264497290902	0.0227010427351503	0.00546350426973928	0.000877231623130219	0.101435412720488	0.0582031225418321	0.00218741543902485	0.00227551617592459	0	0
2855	0.232125626928225	0.084799149196266	0.0123041427857216	0.300858738970539	0.153387423911651	0.0356897615273635	0.0223132784193779	0.00845921252311294	0	0.0963343733404558	0.0484996552650126	0.0027712417205461	0.00245739541172875	0	0
2870	0.199670933898751	0.0715644433605658	0.0112206962849114	0.320814494302413	0.215233698507718	0.0210886282808879	0.0197217663675243	0.00453441177459519	0	0.0674831810884419	0.0628920547328115	0.00320708802629612	0.00256860337508472	0	0
2881	0.219402544452688	0.061752799548856	0.0113045569733173	0.316827436366928	0.183539657666975	0.0279943697496416	0.0209528274345768	0.004874183336979	0	0.0914612858628992	0.0575708861935897	0.00206959983543049	0.00224985257811893	0	0
2900	0.2190909461022	0.0568042753700966	0.00904964150210975	0.315948241234366	0.175562892741498	0.0321026135849288	0.0179924945457332	0.00729236720512288	0	0.096690798753721	0.0643778195255457	0.00270079006042202	0.00238711937425664	0	0
2915	0.265894786263726	0.0794485760480014	0.0198154532087652	0.275777033913231	0.152678802894805	0.046933842780501	0.0192581319918705	0.0222182670748577	0	0.0631906528351398	0.0479907246709504	0.00350088261078645	0.00329284570736505	0	0
2931	0.165855113128167	0.0595718213395576	0.00873721182562569	0.27502013013411	0.24963307800829	0.0385196581708337	0.0299196854704523	0.00439172611101815	0	0.076075789491781	0.0846558284315302	0.00388637934287358	0.00373357854576028	0	0
2961	0.272499767730877	0.0618787590993141	0.0126307001002181	0.30713904693606	0.143493546710532	0.0344646296787481	0.0143254746664436	0.0104266715318533	0	0.0878717807025546	0.0501382659640517	0.00290294268651421	0.00222841419283372	0	0
3001	0.263044040909096	0.109237912933362	0.0345421812734432	0.250708736112069	0.152845009599882	0.042764462015449	0.0225126611821323	0.0186395556816368	0	0.0610944656233318	0.0393929187796892	0.00249274185152828	0.00272531403838119	0	0
