Sample	brGDGT Ia [%]	brGDGT Ib [%]	brGDGT Ic [%]	brGDGT IIa [%]	brGDGT IIa' [%]	brGDGT IIb [%]	brGDGT IIb' [%]	brGDGT IIc [%]	brGDGT IIc' [%]	brGDGT IIIa [%]	brGDGT IIIa' [%]	brGDGT IIIb [%]	brGDGT IIIb' [%]	brGDGT IIIc [%]	brGDGT IIIc' [%]
154	0.440559440559441	0.0609390609390609	0.022977022977023	0.246753246753247	0.0479520479520479	0.027972027972028	0.013986013986014	0.00699300699300699	0.000999000999000999	0.0969030969030969	0.027972027972028	0.003996003996004	0.001998001998002	0	0
152	0.294	0.077	0.027	0.242	0.073	0.057	0.035	0.01	0.005	0.103	0.062	0.006	0.007	0.002	0
150	0.252747252747253	0.113886113886114	0.037962037962038	0.232767232767233	0.0699300699300699	0.0809190809190809	0.028971028971029	0.01998001998002	0.003996003996004	0.0949050949050949	0.04995004995005	0.00599400599400599	0.00599400599400599	0.001998001998002	0
149	0.315	0.073	0.024	0.259	0.086	0.048	0.033	0.008	0.004	0.093	0.046	0.004	0.005	0.001	0.001
147	0.311377245508982	0.0728542914171657	0.0239520958083832	0.227544910179641	0.0908183632734531	0.0499001996007984	0.0359281437125748	0.00998003992015968	0.00399201596806387	0.0978043912175649	0.0588822355289421	0.00598802395209581	0.00698602794411178	0.00199600798403194	0.00199600798403194
145	0.357	0.074	0.026	0.226	0.073	0.042	0.026	0.008	0.003	0.103	0.053	0.004	0.005	0	0
144	0.337	0.069	0.023	0.263	0.067	0.047	0.022	0.01	0.003	0.094	0.052	0.005	0.007	0.001	0
143	0.335	0.074	0.026	0.241	0.078	0.052	0.032	0.01	0.004	0.086	0.051	0.004	0.005	0.001	0.001
140	0.312	0.078	0.026	0.267	0.066	0.054	0.032	0.01	0.004	0.091	0.048	0.005	0.005	0.001	0.001
139	0.273453093812375	0.0748502994011976	0.0229540918163673	0.25748502994012	0.0808383233532934	0.0568862275449102	0.031936127744511	0.0109780439121757	0.0029940119760479	0.108782435129741	0.062874251497006	0.00598802395209581	0.00798403193612775	0.00199600798403194	0
138	0.35035035035035	0.0730730730730731	0.026026026026026	0.254254254254254	0.0640640640640641	0.0490490490490491	0.026026026026026	0.01001001001001	0.003003003003003	0.0850850850850851	0.048048048048048	0.004004004004004	0.00600600600600601	0.001001001001001	0
137	0.361	0.07	0.024	0.239	0.065	0.045	0.026	0.008	0.005	0.097	0.049	0.005	0.006	0	0
136	0.397	0.081	0.032	0.208	0.059	0.045	0.022	0.008	0	0.095	0.045	0.004	0.004	0	0
