Sample	fIa	fIb	fIc	fIIa	fIIa'	fIIb	fIIb'	fIIc	fIIc'	fIIIa	fIIIa'	fIIIb	fIIIb'	fIIIc	fIIIc'
Dugerdil_2021 MMNT2M04	0.230584907	0.033057548	0.006091362	0.26891615	0.194927711	0.007836084	0.031942849	0.031397751	0.001886408	0.068577612	0.05812308	0.001723453	0.013929577	0.047135024	0.003870482
Naafs_2017_peats 399 004D NA	0.505656241	0.020385857	0.010304905	0.372519677	0	0.007917789	0	0.005863366	0	0.077352164	0	0	0	0	0
Naafs_2017_peats 133 Roca Fuerte NA	0.93012325	0.012472597	0.014575506	0.03995075	0	0.000641007	0	0.000361563	0	0.001875326	0	0	0	0	0
Naafs_2017_Soils_USA-IE5	0.501613933	0.072999101	0.019208143	0.27078996	0.055463004	0.022185202	0.004730668	0.001374341	0.000291589	0.042820702	0.008523359	0	0	0	0
T4S2	0.931585584	0.012398576	0.006840261	0.035550612	0.007125073	0	0	0	0	0.006499893	0	0	0	0	0
Naafs_2017_peats 158 QUISTOCOCHA NA	0.946392372	0.010814202	0.010746255	0.030292555	0	0.000531802	0	0.00021259	0	0.001010225	0	0	0	0	0
Dearing Crampton-Flood 2020 Russia - Lena Plateau	0.373737374	0.01010101	0	0.272727273	0.212121212	0	0	0	0	0.101010101	0.03030303	0	0	0	0
Naafs_2017_peats 429 M2 NA	0.509080613	0.032718016	0.016830588	0.367623919	0	0.022791895	0	0.00607498	0	0.04487999	0	0	0	0	0
GRU51b	0.959813172	0.005122126	0.0044503	0.010993203	0.014975301	0	0	0	0	0.004645897	0	0	0	0	0
Chen_2021 TE1-12	0.063819908	0.034094287	0	0.033491224	0.272751467	0.021486592	0.132778591	0	0	0.063919003	0.372160579	0.005498348	0	0	0
GRU22c	0.93545772	0.00254509	0	0.046216301	0.01578089	0	0	0	0	0	0	0	0	0	0
Naafs_2017_Soils_USA-IE4	0.269282917	0.185108466	0.026363362	0.135394697	0.163452847	0.076077132	0.060447424	0.007758361	0.00367204	0.030694486	0.036532088	0.00521618	0	0	0
Guo_2021 DS11_soil	0.124113475	0.039007092	0.014184397	0.039007092	0.414893617	0.024822695	0.060283688	0	0	0.039007092	0.244680851	0	0	0	0
"Naafs_2017_peats 5 Fransne 2008&2010, French Jura 5-7.5 cm"	0.530995429	0.013804614	0.004645414	0.378442436	0	0.005908911	0	0.003424485	0	0.06277871	0	0	0	0	0
"Naafs_2017_peats 17 La Guette, Sologne 7-9 cm"	0.359636946	0.037664725	0.005297157	0.417089244	0	0.011949716	0.007730369	0.002467587	0	0.13091638	0	0.020791335	0.00162098	0.004835561	0
GRU26e	0.949968342	0.004075018	0.000988747	0.034946375	0.006835699	0.003185819	0	0	0	0	0	0	0	0	0
GRU51a	0.930189112	0.009879447	0.007413436	0.044841979	0.00377529	0	0	0	0	0.003900736	0	0	0	0	0
Naafs_2017_peats 128 Roca Fuerte 30-40cm	0.946470696	0.007428408	0.005909322	0.038114052	0	0.000627554	0	0.000272158	0	0.001177811	0	0	0	0	0
Wang_2020_32	0.906614628	0.005100636	0.002476687	0.036820453	0.039399798	0.001317143	0.000521859	0.001554815	0.000275974	0.001832771	0.004085238	0	0	0	0
De Jonge 2019 4C	0.37	0.035	0.031	0.247	0.149	0.019	0.011	0.006	0	0.102	0.03	0	0	0	0
Ding_2018 6 core	0.183826594	0.060858691	0.011254689	0.265944143	0.16684035	0.03605669	0.108691121	0.003751563	0.002917882	0.084722801	0.055231346	0.01156732	0.008336807	0	0
GRU3e	0.871734353	0.005725454	0.004796502	0.079037284	0.027491464	0	0	0	0	0.007558955	0.003655989	0	0	0	0
Naafs_2017_Soils_USA-SP1	0.317278331	0.033544095	0.003042239	0.246898164	0.222492139	0.015665263	0.01606257	0	0	0.096488938	0.04852826	0	0	0	0
Naafs_2017_peats 391 007G NA	0.524460781	0.02596455	0.008845275	0.37226309	0	0.006370895	0	0.004105099	0	0.057990309	0	0	0	0	0
Guo_2020 S7.5	0.237623762	0.099009901	0.03960396	0.188118812	0.158415842	0.089108911	0.059405941	0.00990099	0	0.059405941	0.04950495	0	0.00990099	0	0
Naafs_2017_Soils_USA-VC2	0.320713252	0.047526309	0.011970912	0.307312977	0.15990995	0.028497918	0.013400275	0.006512534	0	0.073165502	0.030195287	0.000795083	0	0	0
Chen_2021 TW-15	0.0679718	0.022868633	0.001941549	0.052631828	0.291973782	0.017373782	0.071840009	0.001286019	0.001884026	0.147934417	0.306179097	0.002557151	0.011550715	0.001016679	0.000990512
Naafs_2017_peats 388 Waswanipi NA	0.605144793	0.015604437	0.008865687	0.32411359	0	0.007614752	0	0.00340029	0	0.035256451	0	0	0	0	0
Naafs_2017_peats 194 Okefenokee Swamp NA	0.848480805	0.039635686	0.026699946	0.076790382	0	0.002939636	0	0.001825541	0	0.003628004	0	0	0	0	0
Wang_2020_112	0.249706824	0.076969381	0.015466279	0.213481991	0.23526369	0.041735256	0.044568714	0.00547811	0.001061278	0.050420599	0.060038955	0.001722905	0.004086018	0	0
Guo_2020 S7.2	0.204081633	0.112244898	0.040816327	0.193877551	0.142857143	0.091836735	0.081632653	0.010204082	0	0.06122449	0.051020408	0	0.010204082	0	0
Naafs_2017_peats 95 Riñón 10-20cm	0.912344305	0.031603385	0.022074247	0.025521651	0	0	0	0	0	0.008456412	0	0	0	0	0
Naafs_2017_peats 123 Roca Fuerte NA	0.943271008	0.014165376	0.020708424	0.020803367	0	0.000266771	0	0.000207367	0	0.000577688	0	0	0	0	0
Wang_2018 FJS1	0.30539956	0.220561685	0.063593783	0.063953712	0.096141448	0.01759001	0.123833593	0.008051898	0.027566975	0.009848526	0.037763364	0.000747506	0.012623144	0.001876305	0.010448491
Kirkels_2019 TU2-O	0.67	0.02	0.01	0.26	0	0.01	0	0.01	0	0.02	0	0	0	0	0
Kusch_2019_permafrost AG-0101	0.166307773	0.004902074	0.000313998	0.416461589	0.016319414	0.003009946	0.000458816	0.000348241	5.43E-05	0.379432853	0.011630745	0	0.000760228	0	0
GRU57e	0.954940835	0.011823629	0.003872703	0.018567979	0.010794854	0	0	0	0	0	0	0	0	0	0
PerezAngel_2020 Colombia-EC36 250039	0.329700465	0.086860391	0.023697962	0.317914064	0.147792429	0.0216195	0.031302615	0.001561644	0.001496928	0.019212895	0.01585516	0.000760353	0.002225594	0	0
GRU57d	0.9273636	0.019124787	0.001838774	0.022162626	0.018193815	0	0	0	0	0.0096789	0.001637499	0	0	0	0
GRU44b	0.94957405	0	0	0.032564068	0.01000031	0	0	0	0	0.007861571	0	0	0	0	0
Naafs_2017_peats 251 Pinheiros PI 14-16	0.83321487	0.012303527	0.015765531	0.1256435	0	0.003399731	0	0.001930259	0	0.007742581	0	0	0	0	0
Wang_2020_31	0.919424237	0.004141988	0.002730852	0.032720542	0.032754339	0.001291608	0.000298878	0.001393111	0.000220075	0.001793774	0.003230597	0	0	0	0
Naafs_2017_peats 253 Igarka Site 1+2 20-30	0.215073224	0.011869512	0.002024747	0.452452849	0	0.004884666	0.006722357	0.001339573	0	0.256922478	0.047234177	0.000589347	0.00088707	0	0
Naafs_2017_Soils_Brazil-14	0.908046992	0.002490946	0.004063245	0.061831994	0.016288314	0	0	0	0	0.002773607	0.002667609	0.001837294	0	0	0
GRU48d	0.934114909	0.005112831	0.005619457	0.034602581	0.011593245	0	0	0	0	0.007900645	0.001056333	0	0	0	0
De_Jonge_2021 Ossekampen + K 18_1	0.424757524	0.02949705	0.01219878	0.392560744	0.04009599	0.01169883	0.00109989	0.00159984	0	0.080191981	0.00629937	0	0	0	0
GRU23b	0.945800673	0	0	0.038468998	0.013476012	0	0	0	0	0.001598758	0.00065556	0	0	0	0
Naafs_2017_peats 283 Stordalen Stord H2 30-31	0.355943719	0.007980514	0.002796167	0.467400769	0	0.005972033	0	0.002286914	0	0.140491149	0.017128736	0	0	0	0
Naafs_2017_peats 385 SS70-14 NA	0.080011662	0.071699038	0.005606112	0.133681063	0.189796632	0.069217448	0.11279315	0.003018396	0.011020725	0.323155775	0	0	0	0	0
Chen_2021 TE1-4	0.114268016	0.039444066	0.00449106	0.090162927	0.340823386	0.027329234	0.099822221	0.002575545	0.01227084	0.075604556	0.164945732	0.003976751	0.018161963	0.001354918	0.004768787
Kirkels_2019 Way-O	0.78	0.02	0.01	0.17	0	0.01	0	0	0	0.01	0	0	0	0	0
GRU24e	0.918759097	0	0	0.058349482	0.022891421	0	0	0	0	0	0	0	0	0	0
SFS1D	0.666121466	0.100580141	0.011499444	0.056718955	0.135216543	0.001508682	0.014909072	0	0	0.004537234	0.008908464	0	0	0	0
Li_2018 CB6-1	0.51	0.01	0	0.37	0.04	0	0.01	0	0	0.05	0.01	0	0	0	0
Chen_2021 TW-17	0.104999752	0.037800109	0.00337607	0.046042275	0.378763428	0.051329142	0.113835949	0.002876095	0.002504826	0.077996139	0.141245483	0.006207613	0.02693431	0.003529528	0.002559279
Naafs_2017_Soils_Peru-14	0.941448271	0.025788752	0.017327269	0.010916179	0.000955888	0.002451809	0	0.001111833	0	0	0	0	0	0	0
PerezAngel_2020 Colombia-EC33 250038	0.603949293	0.022032722	0.005189691	0.311535	0.036964999	0.003133088	0.001122382	0.001170372	0	0.009755039	0.00182848	0.000372677	0.000686621	0.002259635	0
GRU27a	0.958264055	0.008500857	0	0.018207903	0.015027185	0	0	0	0	0	0	0	0	0	0
Wang_2020_54	0.092175907	0.0346356	0.0173178	0.08548292	0.23294661	0.034619452	0.041546572	0	0	0.043573038	0.417702102	0	0	0	0
Naafs_2017_peats 400 004D NA	0.515341929	0.041695324	0.012942972	0.365601931	0	0.008608334	0	0.005750125	0	0.049447647	0	0.000359753	0	0.000251986	0
Naafs_2017_peats 80 Kontolanrahka 7	0.510406158	0.028198746	0.007666738	0.415504739	0	0.001992941	0	0.00213053	0	0.034100147	0	0	0	0	0
Naafs_2017_peats 305 Fachepremont Fachepremont (bottom layer)	0.716834913	0.013116612	0.012349513	0.233214894	0	0.004339236	0	0.00234187	0	0.017802962	0	0	0	0	0
PerezAngel_2020 Colombia-EC29 250037	0.713233402	0.053895818	0.016273672	0.120484405	0.079117802	0.005769081	0.00520273	0.000813526	0	0.002096698	0.002687786	8.46E-05	0.000145481	0.000195038	0
Naafs_2017_peats 264 Walton Moss NA	0.559554944	0.011168148	0.001704947	0.366296114	0	0.008045274	0	0.004441895	0	0.047293548	0	0.000441404	0.000286998	0.000766727	0
Naafs_2017_Soils_USA-CL3	0.757192185	0.02523974	0.005017539	0.158128489	0.020678341	0.002873681	0.004166077	0	0	0.016116942	0.004895901	0	0.000825613	0.002432746	0.002432746
GRU57c	0.938814906	0.010076927	0	0.02196164	0.018540144	0	0	0	0	0.006791641	0.003814742	0	0	0	0
GRU22b	0.949982065	0.002217192	0.002135773	0.02698061	0.015820513	0	0	0	0	0.001466458	0.001397388	0	0	0	0
SX18 0-5	0.936529399	0.008762112	0.009487933	0.031922845	0.010552937	0	0	0	0	0.001370811	0.001373962	0	0	0	0
Naafs_2017_peats 458 009I NA	0.556314696	0.016732945	0.006512388	0.355240375	0	0.007578426	0	0.003695818	0	0.053925352	0	0	0	0	0
Wang_2020_118	0.082491119	0.031901706	0.016395219	0.037150876	0.412913305	0.014779485	0.06153055	0	0	0.043631082	0.288096724	0.001635361	0.009474573	0	0
"Naafs_2017_peats 352 Harz, Odersprung Bog 20-22.5"	0.604960462	0.009740991	0.005403403	0.3217285	0	0.007820469	0	0.00382768	0	0.046518496	0	0	0	0	0
De_Jonge_2021 Craibstone pH plot 5.5	0.4318	0.0323	0.01	0.3525	0.0691	0.0142	0.0053	0.0029	0.0003	0.0667	0.0149	0	0	0	0
Wang_2020_30	0.877449339	0.02221344	0.003970821	0.066862019	0.019089337	0.001572262	0.002783123	0.000496066	0.000236766	0.00339096	0.001935867	0	0	0	0
Dugerdil_2021 MRUT1M12	0.457592357	0.003533452	0.007145907	0.318014569	0.004256185	0.025012359	0.002713035	0.001991474	0.091394283	0.045935792	0.000187854	0.000503798	0.009348939	0.031027114	0.00134288
Naafs_2017_peats 72 Bissendorfer Moor 2	0.496731268	0.039194328	0.020864482	0.39437367	0	0.014927882	0	0.005725185	0	0.028183185	0	0	0	0	0
"Naafs_2017_peats 2 Fransne 2008&2010, French Jura 12-17 cm"	0.555999947	0.025639175	0.003811804	0.350834331	0	0.005538513	0	0.002860713	0	0.055315517	0	0	0	0	0
"Naafs_2017_peats 358 Harz, Odersprung Bog 50-52.5"	0.455938897	0.02983088	0.021541057	0.410302427	0	0.017717485	0	0.009784411	0	0.054884843	0	0	0	0	0
Zang_2018 TLF-03	0.069306931	0.03960396	0.00990099	0.01980198	0.475247525	0.00990099	0.099009901	0	0.00990099	0.00990099	0.237623762	0.00990099	0.00990099	0	0
Naafs_2017_Soils_China-MG3188	0.408681024	0.020182906	0.002940677	0.400918368	0.019771942	0.010045791	0.000812796	0.003351641	0	0.12876877	0.00329228	0.000425576	0.00080823	0	0
Naafs_2017_peats 163 Bomfield Swamp 31-32	0.791025327	0.056165902	0.021005583	0.113696602	0	0.005948888	0	0.001791693	0	0.010366006	0	0	0	0	0
Naafs_2017_peats 234 Pau de Fruta PF 28-30	0.845857689	0.020071388	0.017369395	0.104496673	0	0.002217183	0	0.001389975	0	0.008597696	0	0	0	0	0
Q2S5A	0.943806385	0.007263169	0.005570605	0.040620891	0	0	0	0	0	0.002417942	0.000321008	0	0	0	0
Q1S4A	0.97825129	0.004213189	0.010324439	0.005279344	0.001931738	0	0	0	0	0	0	0	0	0	0
Naafs_2017_peats 24 Praz Rodet 4a (15-20 cm)	0.633932631	0.021181154	0.006096894	0.297498922	0	0.004233919	0	0.003568857	0	0.033487622	0	0	0	0	0
Chen_2021 TE1-14	0.087337108	0.012501619	0.003039471	0.058131349	0.383119283	0.014832429	0.015823612	0.001753994	0.002443819	0.083624292	0.328874972	0.004105993	0.004412059	0	0
GRU58e	0.868929706	0.011349848	0.00170803	0.080139896	0.029413313	0	0	0	0	0.006681605	0.001777603	0	0	0	0
GRU1b	0.830515914	0.013805499	0.008701478	0.099696512	0.043823757	0	0	0	0	0.002547419	0.000909422	0	0	0	0
PerezAngel_2020 Colombia-EC8 250023	0.314550819	0.178585723	0.036917006	0.066508666	0.261605238	0.024964618	0.071320636	0.002700252	0.00512184	0.008141594	0.023609983	0.001690887	0.004282738	0	0
Naafs_2017_Soils_Finland-2	0.711942486	0	0	0.26383751	0	0	0	0	0	0.024220004	0	0	0	0	0
Naafs_2017_Soils_France-TESO49	0.384312447	0.026209294	0.010796056	0.438632228	0.018536625	0.01487004	0	0.008555365	0	0.092343627	0.005744317	0	0	0	0
Wang_2019 44	0.676323676	0.02997003	0.005994006	0.233766234	0.017982018	0.004995005	0.002997003	0.001998002	0	0.020979021	0.004995005	0	0	0	0
Dearing Crampton-Flood 2020 China55	0.267326733	0.099009901	0.00990099	0.118811881	0.316831683	0.02970297	0.059405941	0	0	0.02970297	0.069306931	0	0	0	0
T3S8	0.940022847	0.010199736	0.005808695	0.037611022	0.003803034	0.000633087	0	0	0	0.001921579	0	0	0	0	0
Wang_2020_18	0.90300732	0.009368856	0.003985326	0.074255524	0.002194042	0.001502818	0.000186065	0.000495646	6.66E-05	0.004230389	0.000707459	0	0	0	0
Naafs_2017_Soils_USA-MP1	0.335696942	0.011080059	0.001639354	0.413957579	0.022654395	0.012604081	0.000755833	0.002244845	0	0.192768305	0.004778018	0.000916473	0.000446909	0.000228603	0.000228603
Naafs_2017_peats 421 M3 NA	0.566333312	0.014245112	0.021741485	0.330576908	0	0.00861647	0	0.008888307	0	0.048732983	0	0.000400746	0	0.000464677	0
Wang_2019 24	0.784215784	0.008991009	0.001998002	0.155844156	0.033966034	0.000999001	0.000999001	0	0	0.010989011	0.000999001	0	0	0.000999001	0
Guo_2020 S12.5	0.66	0.02	0.01	0.25	0.03	0.01	0	0	0	0.02	0	0	0	0	0
Naafs_2017_peats 407 004D NA	0.400511212	0.041635432	0.014748984	0.449950149	0	0.025951239	0	0.004525248	0	0.062677734	0	0	0	0	0
Naafs_2017_peats 373 Peace river NA	0.22168078	0.028424315	0.00399783	0.303331514	0.068961987	0.045739737	0.023155561	0.008128291	0.003908268	0.179144888	0.101932666	0.00319303	0.004910525	0.000698683	0.002791926
Naafs_2017_peats 414 001A NA	0.43058016	0.039137052	0.016878904	0.407021063	0	0.020648199	0.003948915	0.006824403	0	0.064438169	0.009950861	0.000572273	0	0	0
Wang_2021 Mt. Laji Site 13	0.059405941	0.00990099	0.00990099	0.02970297	0.356435644	0.00990099	0.02970297	0	0	0.03960396	0.445544554	0	0.00990099	0	0
Dearing Crampton-Flood 2020 China-6	0.54	0.18	0.04	0.07	0.11	0.02	0.02	0	0	0.01	0.01	0	0	0	0
Wang_2020_109	0.302360705	0.064880395	0.010711886	0.237485262	0.218714207	0.025269394	0.02940272	0.002379374	0.001124075	0.058443459	0.049228523	0	0	0	0
Dugerdil_2021 MMNT5M04	0.166985812	0.052251747	0.007536499	0.174647751	0.203698704	0.116478413	0.002900629	0.002471049	0.007384034	0.073076805	0.159924736	0.009455802	0.019200904	0.001005399	0.002981716
Li_2018 CB5-1	0.530612245	0.030612245	0	0.357142857	0.030612245	0	0	0	0	0.051020408	0	0	0	0	0
GRU23d	0.983669121	0	0	0.011726614	0.004604265	0	0	0	0	0	0	0	0	0	0
Wang_2020_138	0.097709314	0.026410965	0.005689102	0.033517507	0.476102331	0.020729922	0.053518829	0	0	0.029093784	0.257228244	0	0	0	0
Naafs_2017_Soils_Zaire-1	0.89303001	0.015488867	0.007478219	0.068973863	0.008470474	0	0	0	0	0.006558567	0	0	0	0	0
Dugerdil_2021 MMNT1M01	0.275550425	0.063477355	0.012141094	0.344229433	0.107016833	0.027632259	0.019084653	0.006396261	0.004622308	0.091372297	0.027486973	0.008332703	0.008637066	0.003777586	0.000242757
Li_2018 CB1-3	0.34	0.06	0.01	0.28	0.16	0.02	0.03	0	0	0.06	0.04	0	0	0	0
DH2-2TU CL	0.405008489	0.1375859	0.018613065	0.13967176	0.155307624	0.022746382	0.05497615	0.003828119	0.003393565	0.015181098	0.037007842	0.001566416	0.00511359	0	0
Wang_2020_46	0.063397028	0.014091318	0.004465165	0.01563319	0.288538814	0.008257199	0.011377061	0	0	0.012634466	0.581605759	0	0	0	0
Wang_2021 Mt. Laji Site 1	0.132653061	0.081632653	0.020408163	0.183673469	0.214285714	0.091836735	0.06122449	0.010204082	0	0.091836735	0.102040816	0	0.010204082	0	0
Naafs_2017_peats 160 Bomfield Swamp 23-24	0.782363515	0.060522098	0.019393843	0.117795598	0	0.005638904	0	0.001752502	0	0.009584628	0.00241083	0.000330797	0.000207285	0	0
Naafs_2017_peats 187 Sebangau/Saganbau 0-10cm	0.966848861	0.014868074	0.014199403	0.004083662	0	0	0	0	0	0	0	0	0	0	0
Zang_2018 TLF-09	0.12	0.1	0.01	0.03	0.38	0.03	0.15	0	0.01	0.02	0.12	0.01	0.02	0	0
PerezAngel_2020 Colombia-EC31 250038	0.579571015	0.02480775	0.005812338	0.331455326	0.042154648	0.002728001	0.00092242	0.000613782	0	0.010017365	0.001666939	7.13E-05	7.00E-05	0.000109175	0
Wang_2020_55	0.063018704	0.002254803	0	0.007883897	0.427099383	0.002974159	0.003486268	0	0	0.00492029	0.484259761	0.000909895	0.003192839	0	0
T3S2	0.897411346	0.017698516	0.004122321	0.0561149	0.024652916	0	0	0	0	0	0	0	0	0	0
Kirkels_2019 TU5-M	0.67	0.03	0.04	0.2	0.02	0.01	0	0	0	0.02	0.01	0	0	0	0
Wang_2020_64	0.082673023	0.046570691	0.00644856	0.092274451	0.259985233	0.052668415	0.107720994	0.001562309	0.003370456	0.096727852	0.223238415	0.00576269	0.019190065	0.000450019	0.001356828
Guo_2020 S2.3	0.25	0.1	0.05	0.21	0.15	0.06	0.06	0.01	0	0.05	0.05	0	0.01	0	0
Naafs_2017_Soils_China-MG3065	0.283336074	0.018823026	0.002872988	0.361930463	0.078594389	0.017634203	0.023446225	0.003936324	0.000911431	0.150584207	0.050921239	0.004510922	0.000596393	0.000951058	0.000951058
GRU19d	0.869111642	0.004471217	0.002067425	0.091530623	0.027114829	0.004083603	0.001620661	0	0	0	0	0	0	0	0
Ding_2018 9 core	0.355323077	0.016984615	0.011569231	0.449353846	0.056246154	0.009476923	0.004923077	0.001476923	0	0.087138462	0.007507692	0	0	0	0
Q1S7A	0.993807715	0	0	0.004809569	0.001382715	0	0	0	0	0	0	0	0	0	0
GRU21c	0.930377422	0	0	0.04585452	0.019092135	0	0	0	0	0.003696126	0.000979796	0	0	0	0
T3S5	0.939399364	0.008361024	0.005111525	0.04426163	0	0	0	0	0	0.002866456	0	0	0	0	0
Wang_2020_93	0.344111879	0.047617324	0.004772322	0.183120781	0.285528335	0.011302082	0.022481837	0.000912639	0.000770681	0.049449279	0.047454267	0.000919049	0.001559525	0	0
Chen_2021 TE1-2	0.091335492	0.0119596	0	0.172308865	0.274872737	0.031043344	0.030877294	0	0	0.205593884	0.177272359	0.002315697	0.002420729	0	0
Naafs_2017_Soils_China-MG3140	0.566684851	0.015858718	0.00372997	0.341279608	0.014293991	0.006301197	0.000824653	0.002309029	0	0.041824725	0.006301197	0	0.000592059	0	0
Ding_2018 X3 core	0.093848727	0.063742799	0.026389147	0.064857833	0.20237874	0.049990708	0.247165954	0.011707861	0.008176919	0.052964133	0.127299758	0.028805055	0.022672366	0	0
Wang_2020_133	0.140363118	0.020008364	0.003098762	0.006501358	0.540104565	0.006330231	0.03360086	0	0	0.008926757	0.241065985	0	0	0	0
Naafs_2017_peats 192 North Carolina Peat (First colony farms) NA	0.735560789	0.06441812	0.043289075	0.142222184	0	0.005937293	0	0.002928982	0	0.005643557	0	0	0	0	0
Naafs_2017_peats 81 Kontolanrahka 12	0.626004408	0.005107258	0.00753446	0.329649453	0	0.002392131	0	0.002614827	0	0.026697463	0	0	0	0	0
De_Jonge_2021 Craibstone pH plot 4.5	0.421742174	0.03130313	0.00810081	0.395239524	0.03680368	0.01180118	0.00430043	0.00280028	0.00030003	0.081108111	0.00650065	0	0	0	0
Naafs_2017_peats 114 SAN JORGE 70-80cm	0.958192565	0.010179796	0.011279093	0.019474737	0	0.000252829	0	0.000168202	0	0.000452778	0	0	0	0	0
Vequaud_2021 39	0.067108837	0.07716353	0.009704712	0.058432423	0.192740239	0.092032586	0.201973682	0.006556646	0	0.062722526	0.190702454	0.007828601	0.033033764	0	0
Dearing Crampton-Flood 2020 IndiaG46	0.181818182	0.343434343	0.01010101	0.01010101	0.282828283	0	0.121212121	0	0.01010101	0	0.04040404	0	0	0	0
Wang_2018 FJS23	0.657763653	0.035952331	0.006242199	0.231105194	0.029706	0.005242991	0.005055369	0.002017311	0.000226555	0.019466664	0.006289955	0.000186587	0.000397634	0.000278002	6.96E-05
Naafs_2017_Soils_USA-CF3	0.756169365	0.019626418	0.013084279	0.184369384	0.003190355	0.005480104	0	0.004375587	0	0.010832763	0.001614294	0.00125745	0	0	0
GRU23c	0.933259696	0	0	0.044838113	0.021902191	0	0	0	0	0	0	0	0	0	0
Naafs_2017_peats 323 Flesch Flesch top	0.603657323	0.009770411	0.0018859	0.302727126	0.049586137	0.003324826	0	0.001621953	0	0.021395512	0.006030811	0	0	0	0
GRU28a	0.961241563	0.004718094	0.00472511	0.023193637	0.006121597	0	0	0	0	0	0	0	0	0	0
Dearing Crampton-Flood 2020 IndiaETH2	0.45	0.24	0.03	0.02	0.2	0.01	0.04	0	0	0	0.01	0	0	0	0
Wang_2020_71	0.193262551	0.131275309	0.022536164	0.090344	0.265024292	0.031197774	0.123838409	0.001563485	0.005331813	0.037346695	0.083476024	0.00260726	0.010951985	0.000414898	0.00082934
Naafs_2017_peats 389 Waswanipi NA	0.591871751	0.017979309	0.014910723	0.334681488	0	0.006261242	0	0.003225593	0	0.03054441	0	0.000525485	0	0	0
GRU48e	0.917828391	0.008882648	0.010425272	0.039246928	0.009592833	0	0	0	0	0.014023928	0	0	0	0	0
Naafs_2017_peats 162 Bomfield Swamp 30-31	0.784328417	0.060530721	0.020925791	0.116542605	0	0.005900327	0	0.001951902	0	0.009820237	0	0	0	0	0
Naafs_2017_Soils_USA-IE2	0.514964255	0.057891406	0.014506509	0.277003649	0.062603498	0.017838631	0.004038935	0.001171291	0	0.042408821	0.007573004	0	0	0	0
T1S4	0.923349226	0.009397721	0.00457362	0.042970067	0.013328621	0	0	0	0	0.004132596	0.001734125	0.000514025	0	0	0
"Naafs_2017_peats 367 Harz, Odersprung Bog 100-102.5"	0.381732106	0.026490646	0.02448054	0.418718972	0	0.042118374	0	0.019000196	0	0.086656025	0	0.000403309	0.000318123	8.17E-05	0
Naafs_2017_peats 326 Nyabuiyabui sent for 20	0.510674464	0.035159105	0.011088454	0.356405899	0	0.012780368	0	0.007675188	0	0.065233073	0	0.000453905	0	0.000529545	0
Naafs_2017_Soils_France-TESO51	0.159483071	0.051136464	0.012637172	0.162030098	0.201802903	0.029388772	0.043103533	0.004956906	0.002997655	0.084835589	0.233150927	0.009521962	0.000918889	0.002018029	0.002018029
Naafs_2017_peats 241 São João da Chapada SJ 16-18	0.86303715	0.024817918	0.025683669	0.07592359	0	0.003943467	0	0.001410999	0	0.004619637	0	0.000191593	0.000371976	0	0
Naafs_2017_peats 265 Harberton 1	0.453548667	0.05794109	0.015373867	0.368913058	0	0.007159057	0	0.00745808	0	0.068940209	0.020665972	0	0	0	0
Chen_2021 TW-22	0.108790294	0.037176983	0.005776204	0.089121933	0.317052401	0.027080188	0.079114125	0.007430512	0.00409766	0.101164232	0.195127542	0.004212733	0.016344574	0.003219815	0.004290805
Naafs_2017_peats 61 Ballyduff Bog 0	0.513581056	0.039760041	0.019958084	0.354686794	0	0.016817465	0	0.008482365	0	0.04215377	0.004560426	0	0	0	0
Guo_2020 S7.7	0.252525253	0.131313131	0.04040404	0.252525253	0.111111111	0.060606061	0.04040404	0.01010101	0	0.060606061	0.04040404	0	0	0	0
Naafs_2017_Soils_France-TESO34	0.145505205	0.141248404	0.037188963	0.133895747	0.130799892	0.097132464	0.103711157	0.007778337	0.016640223	0.067721837	0.0963585	0.022019272	0	0	0
Naafs_2017_peats 180 Sebangau/Saganbau 5-10cm	0.952604681	0.022581078	0.021143993	0.003670248	0	0	0	0	0	0	0	0	0	0	0
Weber_2018_189	0.343406557	0.079944999	0.026525055	0.276263179	0.08641907	0.034158645	0.024413752	0.005712012	0.002841772	0.08320762	0.0314083	0.00169923	0.002319611	0.000728544	0.000951653
Li_2018 CB2-2	0.31	0.03	0	0.43	0.07	0.01	0.01	0	0	0.13	0.01	0	0	0	0
Naafs_2017_peats 270 Harberton 53.5	0.467687345	0.040615191	0.005860241	0.400034055	0	0.009777845	0	0.003939186	0	0.072086137	0	0	0	0	0
Naafs_2017_Soils_China-MG3209	0.314072573	0.015986577	0.003635885	0.37490645	0.035085585	0.007865962	0.001527921	0.002532387	0	0.236261801	0.00700297	0.00112189	0	0	0
GRU15b	0.925902671	0.003184703	0.002011702	0.041568106	0.017425143	0	0	0	0	0.007153495	0.00275418	0	0	0	0
Naafs_2017_Soils_Sweden-15	0.53892043	0.012738119	0.009395083	0.358799965	0.017291565	0.008040578	0	0.009567999	0	0.041932044	0.003314217	0	0	0	0
GRU20c	0.915671391	0.004321354	0.002103898	0.044096989	0.029048214	0	0	0	0	0.003575353	0.001182802	0	0	0	0
Weber_2018_187	0.550079926	0.02344808	0.003405421	0.3559829	7.57E-09	0.004860509	0.000366418	0.001799894	0	0.058449275	0.00160757	0	0	0	0
Dearing Crampton-Flood 2020 China65	0.21	0.06	0.01	0.06	0.44	0.02	0.04	0	0	0.01	0.15	0	0	0	0
