Sample	fIa	fIb	fIc	fIIa	fIIa'	fIIb	fIIb'	fIIc	fIIc'	fIIIa	fIIIa'	fIIIb	fIIIb'	fIIIc	fIIIc'
T2S2	0.850899822	0.01509337	0.005006445	0.089015374	0.028271225	0.001548468	0.000814155	0.000517673	0	0.006225774	0.002607695	0	0	0	0
Naafs_2017_peats 273 Brendan State Forest McDon 0-10A	0.68536022	0.023459044	0.016391101	0.240240891	0	0.007915723	0	0.003513195	0	0.023119827	0	0	0	0	0
Naafs_2017_peats 53 Andorra 33	0.366933642	0.004896994	0.001919899	0.276503214	0.249265246	0.005632058	0	0.002400943	0	0.092448004	0	0	0	0	0
Dearing Crampton-Flood 2020 IndiaG39	0.556701031	0.216494845	0.030927835	0.010309278	0.134020619	0	0.041237113	0	0	0	0.010309278	0	0	0	0
Naafs_2017_Soils_USA-SV3	0.137058862	0.048003708	0	0.117195259	0.278752566	0.045818712	0.04873204	0	0	0.091372575	0.233066278	0	0	0	0
Naafs_2017_peats 118 SAN JORGE 30-40cm	0.952092768	0.01637947	0.017428324	0.013707246	0	0.000184984	0	0.000207209	0	0	0	0	0	0	0
Wang_2020_101	0.473642446	0.013556652	0.0024889	0.410466003	0.012967667	0.00507084	0.000348376	0.002550897	0	0.078657115	0.000251104	0	0	0	0
Naafs_2017_peats 107 Nueva York 30-40cm	0.96020137	0.006488768	0.003666078	0.028631302	0	0.000676795	0	0.000335687	0	0	0	0	0	0	0
Wang_2020_134	0.151079015	0.02358973	0.004914073	0.012652306	0.53723638	0.006372724	0.030306556	0	0	0.008635919	0.216661734	0.00300447	0.005547093	0	0
GRU43d	0.927651437	0.021008498	0.005360144	0.031836168	0.014143752	0	0	0	0	0	0	0	0	0	0
Chen_2021 TW-19	0.097487574	0.030748558	0.006692128	0.082650375	0.27893238	0.025568847	0.067583419	0.007520249	0.006274902	0.151174079	0.223565889	0.00434051	0.017461089	0	0
Li_2018 CB1-2	0.393939394	0.03030303	0	0.383838384	0.070707071	0.01010101	0	0	0	0.101010101	0.01010101	0	0	0	0
De_Jonge_2021 Ossekampen + CaO 21_1	0.140485951	0.157884212	0.02949705	0.116988301	0.130886911	0.078292171	0.158284172	0.00419958	0.00909909	0.054394561	0.089991001	0.00709929	0.02019798	0.00269973	0
Dearing Crampton-Flood 2020 IndiaG25	0.520408163	0.204081633	0.040816327	0.051020408	0.12244898	0.010204082	0.040816327	0	0	0	0.010204082	0	0	0	0
Ding_2018 11 core	0.140836771	0.058338244	0.024749558	0.111569436	0.202121391	0.034767236	0.20133569	0.008053428	0.006285602	0.056177568	0.111962286	0.026320959	0.017481831	0	0
Q1S5A	0.98788657	0	0	0.009160087	0.002953343	0	0	0	0	0	0	0	0	0	0
"Naafs_2017_peats 1 Fransne 2008&2010, French Jura 7-12 cm"	0.575765947	0.017018925	0.004478689	0.345377223	0	0.005711417	0	0.0025929	0	0.049054899	0	0	0	0	0
Vequaud_2021 2	0.136808488	0.063732992	0.017814171	0.190888944	0.221957276	0.082459998	0.059655542	0.014556252	0.001349722	0.095359433	0.10052604	0.005498803	0.008508401	0.000883937	0
SFS3C	0.557496973	0.114235383	0.013840828	0.068562714	0.190355391	0.005834305	0.016595365	0	0	0.005500155	0.027578884	0	0	0	0
Naafs_2017_peats 150 Nueva Alianza 70-80cm	0.84328669	0.040388428	0.011725148	0.060105918	0.032675963	0.001793484	0.006434837	0.000904089	0.000157381	0.002528062	0	0	0	0	0
Li_2018 CB3-1	0.459183673	0.051020408	0	0.275510204	0.12244898	0.010204082	0.020408163	0	0	0.040816327	0.020408163	0	0	0	0
De Jonge 2019 1C	0.226226226	0.046046046	0.009009009	0.156156156	0.21021021	0.068068068	0.042042042	0.007007007	0.002002002	0.093093093	0.124124124	0.006006006	0.007007007	0.001001001	0.002002002
Chen_2021 TW-1	0.105703424	0.072879578	0.006538972	0.040303048	0.287732872	0.024650665	0.076400645	0.002323925	0.00305415	0.090867613	0.258713654	0.006153072	0.024678382	0	0
Cao_2020 S3	0.156538649	0.039377735	0.006319883	0.233349538	0.227029655	0.021390374	0.051045211	0	0.001458435	0.122994652	0.136120564	0	0.004375304	0	0
Ding_2018 X5 core	0.137997788	0.081581858	0.055033186	0.22769174	0.170261799	0.075866519	0.092367257	0.008388643	0.002673304	0.084255162	0.051806785	0.007190265	0.004885693	0	0
Naafs_2017_Soils_China-MG1800	0.196925648	0.108909219	0.015780724	0.11379902	0.233821424	0.061344784	0.092906231	0.004978707	0.00729025	0.04085207	0.102685835	0.013869256	0.000995741	0.002920545	0.002920545
Guo_2020 S1.3	0.198019802	0.108910891	0.03960396	0.198019802	0.128712871	0.079207921	0.069306931	0.01980198	0.00990099	0.069306931	0.04950495	0.00990099	0.01980198	0	0
Wang_2020_79	0.104170054	0.034623404	0.007194849	0.082130194	0.40801933	0.023132317	0.047126547	0.000980517	0.004229459	0.051192834	0.227119475	0.002521033	0.007559988	0	0
Wang_2018 FJS4	0.790215726	0.018467423	0.003219131	0.159548037	0.008667915	0.001893982	0.000408452	0.000792203	8.79E-05	0.014237087	0.001407293	0.000229156	0.000306777	0.000471596	4.73E-05
Wang_2019 14	0.503496503	0.098901099	0.013986014	0.162837163	0.154845155	0.022977023	0.021978022	0.001998002	0	0.012987013	0.002997003	0.001998002	0	0.000999001	0
Vequaud_2021 8	0.241928971	0	0	0.323193217	0.163154437	0.012592198	0.002881377	0	0	0.228401618	0.022836693	0	0	0.005011488	0
Naafs_2017_peats 260 Walton Moss NA	0.544675304	0.011228165	0.003036664	0.378036118	0	0.009217692	0	0.004805474	0	0.048269188	0	0.000439097	0.000292299	0	0
Naafs_2017_peats 314 S. Iceland S. Iceland btm	0.174141725	0.035717289	0.009570085	0.142813508	0.293253484	0.032287769	0.028448163	0.004828491	0.00124045	0.099317891	0.170201273	0.002654327	0.004189624	0.00042374	0.000912183
Zang_2018 TLF-07	0.101010101	0.070707071	0.01010101	0.080808081	0.363636364	0.04040404	0.101010101	0.01010101	0.01010101	0.04040404	0.141414141	0.01010101	0.02020202	0	0
Naafs_2017_peats 225 Peat near Neor Lake NA	0.124172074	0.066370199	0.01359641	0.317124061	0.089632523	0.052238628	0.023542645	0.005143803	0.002156297	0.233402005	0.06421406	0.004090603	0.003359875	0.000547623	0.000409194
Naafs_2017_Soils_France-TESO30	0.285090536	0.066264287	0.010401952	0.202388596	0.195967638	0.029279569	0.054963401	0	0	0.064723257	0.090920765	0	0	0	0
Guo_2020 S14.5	0.366336634	0.04950495	0.01980198	0.366336634	0.079207921	0.01980198	0.00990099	0	0	0.069306931	0.01980198	0	0	0	0
Guo_2021 TS141_soil	0.165441176	0.0625	0.014705882	0.033088235	0.455882353	0.029411765	0.058823529	0	0	0.029411765	0.150735294	0	0	0	0
Naafs_2017_peats 450 M1 NA	0.418275393	0.037113811	0.008660128	0.428849988	0	0.019029343	0.003244526	0.007470404	0	0.075856293	0	0.001500113	0	0	0
Naafs_2017_peats 286 Bodmin Moor Bodmin moor top	0.520684141	0	0	0.363651707	0	0.010870446	0	0.00418314	0	0.098533427	0	0.002077139	0	0	0
Naafs_2017_peats 252 Pinheiros PI 10-12	0.843052134	0.013896824	0.023674651	0.105840079	0	0.00384358	0	0.002076763	0	0.00761597	0	0	0	0	0
Wang_2020_51	0.078459305	0.033575589	0.008628713	0.051835781	0.230052261	0.021829583	0.031917898	0	0	0.02612214	0.490267107	0.008984136	0.018327485	0	0
Naafs_2017_peats 440 M4 NA	0.543111339	0.023506554	0.022446953	0.345598549	0	0.010907152	0	0.007489808	0	0.046939645	0	0	0	0	0
Naafs_2017_peats 471 Fallahogy Bog 15	0.551048034	0.031109026	0.015940743	0.314262173	0	0.018735409	0	0.01196993	0	0.056139427	0	0.000481554	0	0.000313703	0
Naafs_2017_Soils_France-TESO15	0.186067434	0.050163235	0.012813435	0.179251777	0.196972485	0.026512905	0.045528588	0.003639561	0.002637659	0.092692934	0.194246222	0.009473763	0	0	0
Naafs_2017_peats 242 Sempre Viva SV 34-36	0.799378587	0.039345596	0.061067886	0.088663393	0	0.004341134	0	0.003241914	0	0.003383643	0.000577848	0	0	0	0
Naafs_2017_Soils_USA-KP1	0.4210361	0.136168421	0.029155079	0.171254763	0.128649919	0.040934065	0.020550572	0.001712548	0.000766052	0.02756784	0.021218883	0.000985759	0	0	0
Naafs_2017_peats 154 TACSHACOCHA 30-40cm	0.892618544	0.024415777	0.017724427	0.060051126	0	0.002317909	0	0.000807661	0	0.002064556	0	0	0	0	0
Naafs_2017_Soils_USA-SV1	0.106364777	0.011777119	0	0	0.541804494	0	0.018820577	0	0	0.018963157	0.302269876	0	0	0	0
GRU21e	0.940034205	0.006194151	0	0.03669243	0.017079214	0	0	0	0	0	0	0	0	0	0
De_Jonge_2021 Ossekampen + N 25_1	0.429842984	0.03040304	0.01320132	0.394339434	0.0270027	0.01170117	0.00220022	0.00240024	0	0.082908291	0.0060006	0	0	0	0
Wang_2020_144	0.12696046	0.075521303	0.011089268	0.072707569	0.346883542	0.045198783	0.098417211	0.002844687	0.004356812	0.045066002	0.155345251	0.003494173	0.012114938	0	0
Wang_2021 Mt. Laji Site 14	0.222222222	0.090909091	0.03030303	0.232323232	0.171717172	0.070707071	0.04040404	0.01010101	0	0.080808081	0.050505051	0	0	0	0
Guo_2020 S13.6	0.346938776	0.051020408	0.030612245	0.336734694	0.102040816	0.030612245	0.010204082	0	0	0.06122449	0.030612245	0	0	0	0
Naafs_2017_peats 231 Pau de Fruta PF 8-10	0.820279313	0.030737397	0.02048154	0.113513875	0	0.002745072	0	0.00087584	0	0.010663116	0	0.000131568	0	0.000572279	0
Naafs_2017_peats 56 Andorra 39	0.289036307	0.003311834	0.003660469	0.549131425	0	0.006624945	0	0.002682403	0	0.145552617	0	0	0	0	0
Naafs_2017_peats 174 SKY1 4	0.598479651	0.019582765	0.008904139	0.318235919	0	0.007329172	0	0.004370831	0	0.043097522	0	0	0	0	0
Naafs_2017_peats 230 Peat near Neor Lake NA	0.115399176	0.094295481	0.022275003	0.275418258	0.099174737	0.072921236	0.036635605	0.00583038	0.005525558	0.193648314	0.065934648	0.005469247	0.005221259	0.000721614	0.001529486
Wang_2019 25	0.698	0.02	0.004	0.141	0.105	0.003	0.007	0.001	0	0.011	0.009	0	0	0.001	0
Wang_2020_78	0.112733135	0.057965554	0.006022721	0.025463576	0.443215477	0.013772413	0.100616755	0.00101547	0.0040082	0.015938706	0.202764713	0.002558462	0.013924818	0	0
Naafs_2017_Soils_China-MG2808	0.534486024	0.028799975	0.011779449	0.311351082	0.024648627	0.013154583	0.001896647	0.006590265	0	0.055264817	0.010222694	0.001805836	0	0	0
PerezAngel_2020 Colombia-EC9 250024	0.704949112	0.047060471	0.014451665	0.102164701	0.099908054	0.006089223	0.010561538	0.000822259	0.000261104	0.005185593	0.007919126	8.30E-05	0.000544141	0	0
Naafs_2017_peats 337 Marula sent for 20	0.618906859	0.032322233	0.005929693	0.253542597	0.028994516	0.01112749	0	0.005571266	0	0.034046467	0.004809593	0.001009399	0	0.003739887	0
Dearing Crampton-Flood 2020 IndiaG30	0.43	0.29	0.05	0.03	0.11	0.01	0.06	0	0.01	0	0.01	0	0	0	0
Dearing Crampton-Flood 2020 IndiaG48	0.33	0.27	0.02	0.02	0.26	0	0.07	0	0	0	0.03	0	0	0	0
Naafs_2017_peats 281 Stordalen Stord H2 20-20.5	0.506432508	0.001082416	0.006990071	0.439957063	0	0.001427353	0	0.000754122	0	0.043356467	0	0	0	0	0
Naafs_2017_peats 26 Sortel 4a (15-20 cm)	0.451110494	0.024660733	0.004641386	0.389231123	0	0.006828889	0	0.003910611	0	0.117009395	0	0.000466442	0.001922482	0.000218446	0
Wang_2020_113	0.239133391	0.074044037	0.015998608	0.217109175	0.23801208	0.044687234	0.043295211	0.00586396	0.001487616	0.054205153	0.060861285	0.001510338	0.003791912	0	0
Naafs_2017_Soils_France-TESO47	0.224103939	0.119143866	0.022906827	0.098577366	0.214175283	0.052480036	0.087230331	0.003106251	0.010637845	0.038225324	0.1099244	0.014680226	0	0.002404153	0.002404153
Wang_2019 27	0.743743744	0.018018018	0.001001001	0.143143143	0.065065065	0.001001001	0.003003003	0.001001001	0	0.019019019	0.005005005	0	0	0	0
Chen_2021 TW-7	0.088552584	0.061505631	0.008670675	0.017747328	0.307583896	0.020059088	0.060237213	0.007849254	0.010333501	0.043368101	0.352430766	0.003882031	0.017779933	0	0
Naafs_2017_Soils_USA-HI3	0.36928772	0.191317734	0.019376482	0.1523868	0.12012974	0.048274359	0.046049734	0.001588382	0.003959832	0.0180862	0.023358561	0.006184457	0	0	0
Wang_2018 FJS8	0.867105022	0.005987921	0.001763085	0.108485532	0.006580141	0.00063296	0.000637726	0.000189437	1.94E-05	0.007346264	0.001091406	6.05E-05	0.00010056	0	0
Naafs_2017_Soils_Brazil-28	0.821449793	0.080945783	0.025662811	0.023144498	0.028720763	0.002734169	0.010792771	0.000229646	0.000695534	0.001325112	0.002830104	0.000653562	0.000815454	0	0
PerezAngel_2020 Colombia-EC30 250037	0.801551029	0.03065545	0.017029224	0.094697179	0.030438167	0.006967414	0.001940699	0.008614025	0	0.002636518	0.00164538	0.000431428	0.000756481	0.002637007	0
Wang_2020_29	0.831910719	0.050279016	0.008324129	0.060212264	0.030938343	0.00298989	0.00710168	0.001144523	0.000421952	0.003379119	0.003298364	0	0	0	0
Guo_2021 MS21_soil	0.326315789	0.091729323	0.015037594	0.135338346	0.267669173	0.033082707	0.034586466	0	0	0.040601504	0.055639098	0	0	0	0
GRU16a	0.928731534	0.004824852	0.003132652	0.042907283	0.016250341	0	0	0	0	0.002842063	0.001311275	0	0	0	0
Naafs_2017_peats 301 Simplon Simplon (top layer)	0.54822189	0.010066156	0.009538391	0.349524778	0	0.008010551	0	0.003388313	0	0.071249921	0	0	0	0	0
Naafs_2017_Soils_China-MG3819	0.364930736	0.01807276	0.003411813	0.398527533	0.027920098	0.007935795	0.00136125	0.003516079	0	0.167404734	0.006371806	0.000547396	0	0	0
Naafs_2017_peats 139 Buena Vista del Maquía 30-40cm	0.927482069	0.013621022	0.007385619	0.047084787	0	0.001708256	0	0.000479501	0	0.002238746	0	0	0	0	0
Zang_2018 TLF-19	0.09	0.06	0.1	0.02	0.42	0.02	0.12	0	0.01	0.01	0.13	0.01	0.01	0	0
GRU13a	0.925212462	0.002783147	0.001027622	0.041088283	0.02695246	0	0	0	0	0.001780413	0.001155615	0	0	0	0
IMS8	0.156156156	0.107107107	0.037037037	0.262262262	0.149149149	0.04004004	0.098098098	0.025025025	0.009009009	0.011011011	0.09009009	0.006006006	0.006006006	0.002002002	0.001001001
Zang_2018 TLF-14	0.148514851	0.118811881	0.01980198	0.03960396	0.316831683	0.01980198	0.158415842	0	0.00990099	0.01980198	0.108910891	0.01980198	0.01980198	0	0
Naafs_2017_peats 32 Kyambangunguru 45 cm	0.7900151	0.036529023	0.008756856	0.107970847	0.036961185	0.002940391	0.001983834	0.00097668	0	0.007968668	0.005104998	0.000320775	0.000471642	0	0
Naafs_2017_Soils_South Africa-16	0.788313872	0.042709801	0.013903403	0.072697533	0.066109319	0.005452315	0	0	0	0.005111545	0.005702213	0	0	0	0
De_Jonge_2021 Ossekampen + CaO 21_2	0.169116912	0.134913491	0.02870287	0.115111511	0.142114211	0.03870387	0.177817782	0.00480048	0.00950095	0.04580458	0.099209921	0.02160216	0.00960096	0.0030003	0
Chen_2021 TE1-17	0.051516958	0.013669373	0.005296297	0.04470321	0.29740309	0.010750251	0.041611651	0.002443687	0.005104152	0.095939341	0.412702245	0.005185444	0.010686203	0.000384289	0.002603807
Wang_2019 16	0.57957958	0.124124124	0.017017017	0.158158158	0.066066066	0.024024024	0.009009009	0.003003003	0	0.015015015	0.003003003	0.001001001	0	0	0
Miller_2018 DRM_BPS_333	0.67	0.02	0.01	0.29	0.01	0	0	0	0	0	0	0	0	0	0
Miller_2018 DRM_BPS_341	0.666666667	0.03030303	0.01010101	0.262626263	0	0	0	0	0	0.03030303	0	0	0	0	0
Naafs_2017_Soils_China-MG1850	0.195510341	0.120677073	0.018708317	0.124216484	0.210679247	0.063709404	0.107362144	0.005629349	0.007955248	0.045675261	0.079046853	0.014022811	0.001110701	0.002848383	0.002848383
Wang_2020_35	0.912084341	0.006321422	0.003225687	0.039453516	0.030956278	0.001957698	0.000662311	0.000623892	0.000245975	0.002095151	0.002373728	0	0	0	0
Naafs_2017_peats 339 Kitulu sent for 30	0.441205723	0.05846834	0.027087735	0.294518285	0.056761062	0.017734892	0.006753736	0.012994875	0	0.071574882	0.011264981	0.000476202	0.000697469	0.000461818	0
Naafs_2017_peats 89 Butterburn Flow 26	0.549719471	0.021940699	0.011683922	0.341577983	0	0.01093318	0	0.00737266	0	0.055759611	0	0.000426786	0.000304099	0.00028159	0
Naafs_2017_peats 43 Tibetean Plateau NA	0.286505102	0.027852089	0.004138385	0.508228156	0	0.014900806	0.002524316	0.002594316	0	0.1335719	0.018830648	0.000372563	0.000481719	0	0
De_Jonge_2021 Ossekampen + NPK 19_1	0.3828	0.0401	0.018	0.4159	0.0286	0.0158	0.0023	0.003	0	0.0891	0.0044	0	0	0	0
Q1S8A	0.994686365	0	0	0.005313635	0	0	0	0	0	0	0	0	0	0	0
Naafs_2017_peats 27 Lörmoos 2a (5-10 cm)	0.588089079	0.013034859	0.002448046	0.370480514	0	0.00132659	0	0.000151144	0	0.024469768	0	0	0	0	0
Naafs_2017_Soils_Gabon-6	0.675325125	0.172073879	0.039862341	0.026200194	0.053697427	0.010549253	0.014094494	0.000977103	0.000959809	0.002888074	0.003372302	0	0	0	0
Naafs_2017_peats 159 Bomfield Swamp 22-23	0.838221658	0.068739715	0.020177648	0.04888372	0	0.001435486	0.005629849	0.001935744	0	0.008749055	0.006227126	0	0	0	0
Naafs_2017_peats 448 M4 NA	0.507857264	0.023972907	0.017994399	0.379432397	0	0.010104929	0	0.006936046	0	0.053233474	0	0.000279737	0	0.000188847	0
Zang_2018 TLF-18	0.1	0.08	0.02	0.03	0.55	0.03	0.14	0	0.01	0.01	0.01	0.01	0.01	0	0
Miller_2018 DRM_BPS_336	0.777777778	0.01010101	0	0.202020202	0	0	0	0	0	0.01010101	0	0	0	0	0
Wang_2020_131	0.133958091	0.034011183	0.003407767	0.013450611	0.519953195	0.005365238	0.069000626	0	0	0.00539753	0.21545576	0	0	0	0
Naafs_2017_peats 245 Sempre Viva SV 46-48	0.813339954	0.015294048	0.016049305	0.145025009	0	0.002333448	0	0.001031153	0	0.006927083	0	0	0	0	0
Vequaud_2021 19	0.294967674	0.033249587	0.028594554	0.362923306	0.13727128	0.019618496	0.003136344	0.003418218	0.003389943	0.098201418	0.014902241	0	0	0	0.000326939
Naafs_2017_peats 473 Fallahogy Bog 45	0.381756799	0.04349914	0.025125461	0.441556143	0	0.031562609	0	0.008762351	0	0.066946025	0	0.000610826	0	0.000180646	0
Wang_2020_68	0.324216842	0.088517236	0.011881457	0.104100606	0.271704677	0.019515678	0.063911467	0.003036355	0.004816362	0.014838165	0.083448201	0.002462042	0.007550912	0	0
Naafs_2017_peats 278 Brendan State Forest McDon 20-30C	0.611406767	0.040739116	0.037959651	0.262055351	0	0.009017146	0.002703213	0.007809656	0	0.023755091	0.003563244	0.000280136	0.000511913	0.000198716	0
Naafs_2017_peats 236 Pau de Fruta PF 34-36	0.839308869	0.022538857	0.017090733	0.108220911	0	0.002054851	0	0.001698902	0	0.009086877	0	0	0	0	0
Guo_2021 TS111_soil	0.276872964	0.078175896	0.006514658	0.179153094	0.263843648	0.019543974	0.042345277	0	0	0.052117264	0.081433225	0	0	0	0
T1S3	0.895166317	0.02034446	0.00789433	0.064708872	0.006931688	0.001333554	0.000232355	0	0	0.003388424	0	0	0	0	0
Wang_2020_81	0.111287592	0.038926566	0.008077399	0.077158712	0.412644527	0.027414094	0.052532019	0.001188429	0.004035228	0.05132739	0.204710641	0.002736951	0.007960453	0	0
Wang_2020_27	0.886013654	0.009355791	0.003221905	0.071440553	0.016645917	0.003163239	0.000206025	0.002388412	6.84E-05	0.004074644	0.002008831	0.000414957	0.000209458	0.000664655	0.000123544
GRU18d	0.887408055	0.006813688	0	0.063088081	0.036904356	0	0	0	0	0.002603912	0.003181907	0	0	0	0
Li_2018 CB5-2	0.43	0.03	0	0.31	0.11	0.01	0.01	0	0	0.08	0.02	0	0	0	0
SFS3B	0.908668963	0.023120245	0.006287651	0.032865315	0.021974528	0	0	0	0	0.003879594	0.003203704	0	0	0	0
Wang_2020_36	0.893745795	0.006758584	0.007317571	0.04413301	0.037921242	0.001692945	0.000495933	0.001617573	0.000407949	0.002355606	0.003553792	0	0	0	0
Chen_2021 TE1-15	0.05382564	0.009020876	0.003166214	0.026719824	0.417646043	0.00721778	0.032374742	0.000615428	0.000866458	0.056964861	0.381427577	0.001014916	0.009139643	0	0
Zang_2018 TLF-21	0.14	0.05	0	0.03	0.51	0.01	0.07	0	0	0	0.19	0	0	0	0
Chen_2021 TW-12	0.090347102	0.025950561	0.001985659	0.035972469	0.265725159	0.024786488	0.078995587	0.000926996	0.001525586	0.079792438	0.374633492	0.004064931	0.013255358	0.00083148	0.001206693
PerezAngel_2020 Colombia-EC2 250020	0.885659748	0.018008164	0.026320103	0.047566987	0.007946606	0.004079742	0.000854071	0.005103152	0	0.001288844	0.000445009	0.000298564	0.00054274	0.001886269	0
Miller_2018 DRM_BPS_347	0.612244898	0.040816327	0.010204082	0.285714286	0	0.010204082	0	0	0	0.040816327	0	0	0	0	0
Naafs_2017_Soils_China-31	0.660927249	0.180962369	0.028046728	0.052679072	0.042923689	0.010584591	0.013730703	0	0	0.004975246	0.005170353	0	0	0	0
Pei_2019 Soil-5	0.87	0.03	0	0.09	0.01	0	0	0	0	0	0	0	0	0	0
Naafs_2017_peats 113 SAN JORGE 80-90cm	0.934575639	0.014542543	0.020180179	0.028296861	0	0.00093374	0	0.000729445	0	0.000741593	0	0	0	0	0
De_Jonge_2021 Ossekampen + N 25_2	0.4013	0.0295	0.0124	0.4013	0.0388	0.0117	0.0038	0.0025	0	0.0903	0.0084	0	0	0	0
Wang_2018 FJS12	0.901912838	0.008823548	0.004998311	0.075966038	0.002562457	0.000759272	9.89E-05	0.000409186	4.60E-05	0.004052207	0.000371304	0	0	0	0
Wang_2020_100	0.437681671	0.017091964	0.003327279	0.351332338	0.058775387	0.008882823	0.003252779	0.002987731	0.000293049	0.099894088	0.015444623	0.000343672	0.000375324	0.000161799	0.000155475
Wang_2020_16	0.911087454	0.010601992	0.003860401	0.064282556	0.002929401	0.001494576	0.001143321	0.000415861	7.49E-05	0.003489917	0.000619583	0	0	0	0
Naafs_2017_peats 427 M3 NA	0.503836871	0.034102992	0.026616643	0.337961707	0	0.022636545	0	0.014251675	0	0.059516639	0	0.00066664	0	0.000410288	0
"Naafs_2017_peats 365 Harz, Odersprung Bog 90-92.5"	0.348157832	0.031611549	0.032107767	0.431339272	0	0.052946162	0	0.024716475	0	0.078477438	0	0.000530667	0	0.000112838	0
Li_2018 CB2-1	0.32	0.04	0.01	0.4	0.08	0.01	0.01	0	0	0.11	0.02	0	0	0	0
Ding_2018 3 core	0.413344182	0.017493897	0.004475183	0.414564687	0.056143206	0.00759425	0.002847844	0.001627339	0	0.074857608	0.004882018	0.002169786	0	0	0
Naafs_2017_Soils_USA-SV2	0.154096039	0.017908459	0.004622881	0.019852012	0.510876959	0	0.027070926	0	0	0.021240265	0.244332459	0	0	0	0
Dearing Crampton-Flood 2020 IndiaG19	0.49	0.18	0.03	0.04	0.15	0.01	0.07	0	0.01	0	0.02	0	0	0	0
Dearing Crampton-Flood 2020 China-4	0.843137255	0.009803922	0	0.078431373	0.049019608	0	0	0	0	0.009803922	0.009803922	0	0	0	0
Wang_2019 30	0.730730731	0.067067067	0.024024024	0.083083083	0.054054054	0.009009009	0.017017017	0.002002002	0.001001001	0.008008008	0.004004004	0	0	0	0
Guo_2020 S12.3	0.303030303	0.03030303	0.01010101	0.444444444	0.070707071	0.02020202	0.01010101	0	0	0.101010101	0.01010101	0	0	0	0
Dearing Crampton-Flood 2020 China-31	0.66	0.18	0.03	0.05	0.04	0.01	0.01	0	0	0.01	0.01	0	0	0	0
Miller_2018 DRM_BPS_343	0.734693878	0.081632653	0.010204082	0.132653061	0.020408163	0	0	0	0	0.020408163	0	0	0	0	0
